100	
F 0 6.647 6.119 66
F 1 21.756 25.031 12
F 2 6.064 14.073 44
F 3 10.212 1.916 79
F 4 12.080 20.229 60
F 5 1.544 9.225 97
F 6 27.944 11.341 66
F 7 16.876 24.917 96
F 8 2.265 26.641 61
F 9 5.831 6.644 74
F 10 17.903 17.589 97
F 11 17.452 2.994 25
F 12 3.063 4.387 70
F 13 19.196 11.173 25
F 14 11.686 23.999 46
F 15 22.654 8.856 68
F 16 26.554 6.289 53
F 17 3.390 3.971 16
F 18 2.379 18.809 47
F 19 19.158 25.697 79
F 20 29.285 23.446 94
F 21 22.175 7.609 75
F 22 20.805 23.200 77
F 23 9.552 15.313 80
F 24 17.184 28.616 25
F 25 27.217 22.567 36
F 26 18.822 13.885 22
F 27 16.482 29.085 50
F 28 17.729 3.329 28
F 29 4.889 1.106 35
F 30 6.904 10.756 22
F 31 29.958 15.406 45
F 32 7.496 10.943 46
F 33 27.789 14.864 65
F 34 0.144 17.632 80
F 35 19.715 15.849 84
F 36 28.873 9.412 82
F 37 8.555 0.447 18
F 38 9.862 9.167 12
F 39 4.866 13.320 79
F 40 20.438 21.436 51
F 41 27.578 29.668 94
F 42 13.846 27.148 45
F 43 18.090 16.810 86
F 44 8.544 19.900 64
F 45 19.694 9.298 40
F 46 5.646 3.021 36
F 47 10.645 16.073 99
F 48 0.845 21.286 91
F 49 25.975 3.575 96
F 50 13.227 26.273 88
F 51 10.655 18.934 88
F 52 0.630 2.305 44
F 53 4.476 1.023 80
F 54 9.817 24.524 26
F 55 20.284 26.268 78
F 56 6.889 10.768 43
F 57 8.023 10.119 18
F 58 13.547 13.640 13
F 59 19.113 1.784 25
F 60 20.540 16.637 11
F 61 8.643 11.298 23
F 62 2.236 13.822 43
F 63 24.737 16.126 84
F 64 13.811 0.421 10
F 65 4.987 10.978 75
F 66 4.783 8.363 68
F 67 8.616 9.658 24
F 68 11.630 26.872 90
F 69 11.808 20.264 33
F 70 28.500 18.740 29
F 71 3.290 16.975 35
F 72 2.135 4.753 14
F 73 20.427 23.453 83
F 74 7.952 26.877 65
F 75 0.432 10.321 58
F 76 18.833 13.402 83
F 77 4.345 29.245 85
F 78 10.203 18.487 37
F 79 2.677 15.646 84
F 80 22.918 28.429 40
F 81 11.692 4.512 40
F 82 16.610 16.509 24
F 83 3.513 11.957 85
F 84 5.550 15.024 21
F 85 25.939 22.999 61
F 86 11.687 14.704 90
F 87 27.151 14.952 58
F 88 27.291 17.358 80
F 89 19.842 14.090 30
F 90 18.078 5.528 28
F 91 25.860 3.769 68
F 92 13.120 18.378 76
F 93 9.098 1.289 85
F 94 11.079 19.840 91
F 95 8.223 29.937 85
F 96 23.740 19.698 59
F 97 11.600 24.667 64
F 98 23.449 29.630 81
F 99 25.588 14.568 89
