100	
F 0 10.584 12.005 64
F 1 27.346 3.990 14
F 2 12.031 17.871 93
F 3 8.813 16.351 80
F 4 9.822 2.858 50
F 5 0.872 20.262 20
F 6 5.989 15.905 66
F 7 11.208 18.194 86
F 8 21.058 11.786 61
F 9 7.493 21.820 41
F 10 2.359 9.067 37
F 11 0.697 5.283 87
F 12 19.678 25.696 34
F 13 26.878 6.264 97
F 14 12.431 6.887 84
F 15 10.813 15.046 77
F 16 24.955 11.834 19
F 17 7.962 23.758 94
F 18 17.048 28.141 64
F 19 29.639 22.870 27
F 20 15.503 19.205 88
F 21 18.004 29.990 22
F 22 8.801 14.306 22
F 23 6.844 5.432 70
F 24 9.774 23.718 59
F 25 6.917 20.603 14
F 26 17.178 29.813 43
F 27 16.762 27.818 33
F 28 24.974 5.254 89
F 29 8.389 25.484 83
F 30 5.674 29.357 33
F 31 23.356 24.324 55
F 32 27.472 3.030 22
F 33 25.750 0.559 76
F 34 24.500 3.487 54
F 35 10.423 23.217 36
F 36 24.732 5.192 88
F 37 27.782 5.733 15
F 38 16.453 0.286 85
F 39 27.256 21.159 32
F 40 17.677 28.167 91
F 41 18.187 23.771 85
F 42 16.804 0.021 33
F 43 12.958 12.920 89
F 44 2.029 10.197 26
F 45 7.381 21.835 36
F 46 7.120 4.190 30
F 47 24.526 11.347 70
F 48 28.074 12.794 64
F 49 29.088 10.940 70
F 50 9.443 26.571 37
F 51 8.861 27.212 54
F 52 6.214 0.775 25
F 53 9.070 28.843 81
F 54 20.198 25.222 48
F 55 21.112 14.439 84
F 56 13.122 25.799 11
F 57 29.881 8.256 13
F 58 4.563 14.388 90
F 59 8.503 23.524 25
F 60 21.939 7.399 17
F 61 25.587 20.597 96
F 62 29.552 16.042 92
F 63 14.299 26.690 12
F 64 3.862 22.219 45
F 65 11.809 18.055 12
F 66 11.630 1.702 72
F 67 15.612 2.283 47
F 68 12.906 19.779 30
F 69 2.433 14.030 76
F 70 18.420 27.018 33
F 71 6.603 7.074 83
F 72 21.072 26.355 74
F 73 19.832 13.187 61
F 74 29.709 28.719 40
F 75 4.664 12.512 60
F 76 0.893 26.001 90
F 77 14.916 6.279 75
F 78 20.991 13.822 25
F 79 23.831 26.655 23
F 80 28.190 0.008 49
F 81 0.335 7.035 74
F 82 20.825 7.954 39
F 83 2.797 1.248 78
F 84 9.746 15.655 96
F 85 20.069 14.194 68
F 86 19.969 6.904 82
F 87 15.084 13.021 74
F 88 16.658 7.650 17
F 89 17.673 20.227 63
F 90 16.011 14.178 39
F 91 12.930 22.947 100
F 92 7.951 23.762 22
F 93 1.066 13.618 61
F 94 6.926 4.343 71
F 95 10.622 15.314 73
F 96 17.859 15.183 80
F 97 20.556 9.585 85
F 98 19.825 17.612 12
F 99 25.109 3.420 86
