2500
F 0 27.716 27.390 69
F 1 28.396 23.573 39
F 2 13.956 8.354 86
F 3 11.226 3.966 53
F 4 24.041 26.590 21
F 5 6.008 6.438 32
F 6 22.054 10.454 22
F 7 2.995 17.210 61
F 8 5.398 1.072 24
F 9 1.038 1.678 91
F 10 28.428 29.550 47
F 11 22.001 6.630 50
F 12 0.355 5.653 10
F 13 4.321 20.270 92
F 14 0.911 10.662 45
F 15 7.348 17.303 43
F 16 17.803 14.805 83
F 17 5.013 11.921 70
F 18 6.084 13.335 72
F 19 7.763 10.852 56
F 20 7.313 24.867 22
F 21 13.943 6.598 45
F 22 19.596 16.725 69
F 23 9.866 10.807 13
F 24 20.528 16.116 54
F 25 7.831 15.466 65
F 26 22.635 20.823 84
F 27 4.557 18.235 60
F 28 17.891 18.642 94
F 29 28.743 24.446 80
F 30 23.610 1.289 47
F 31 0.208 6.560 19
F 32 16.933 3.833 78
F 33 27.740 1.460 65
F 34 13.856 3.409 94
F 35 29.322 6.268 68
F 36 20.146 16.476 81
F 37 8.381 14.486 37
F 38 27.023 17.508 22
F 39 21.469 26.615 69
F 40 22.758 13.485 58
F 41 29.318 7.668 26
F 42 3.151 15.795 14
F 43 4.611 13.517 76
F 44 8.019 21.105 57
F 45 14.287 19.222 64
F 46 0.763 25.169 76
F 47 15.248 23.751 39
F 48 2.757 26.891 13
F 49 29.372 17.921 23
F 50 12.858 7.695 62
F 51 20.526 21.079 67
F 52 6.321 4.671 19
F 53 19.838 5.196 32
F 54 10.943 3.461 72
F 55 0.165 15.583 54
F 56 25.333 27.027 16
F 57 19.085 28.617 50
F 58 15.975 8.587 78
F 59 3.897 15.580 39
F 60 11.591 14.042 57
F 61 2.670 5.262 79
F 62 7.341 25.800 39
F 63 12.537 19.489 42
F 64 15.998 17.788 70
F 65 1.581 24.107 62
F 66 28.608 14.713 92
F 67 27.224 6.081 51
F 68 5.811 12.698 20
F 69 21.392 22.072 48
F 70 5.434 0.819 29
F 71 10.696 22.423 65
F 72 6.496 4.553 28
F 73 25.985 23.003 66
F 74 13.773 1.292 65
F 75 7.879 20.523 87
F 76 22.592 9.919 43
F 77 28.673 24.648 52
F 78 11.371 28.462 53
F 79 3.444 18.252 49
F 80 4.263 11.938 18
F 81 26.685 17.215 10
F 82 1.238 25.162 47
F 83 24.241 10.450 63
F 84 25.533 8.275 64
F 85 16.057 22.098 55
F 86 25.976 7.501 63
F 87 20.624 21.513 20
F 88 19.087 2.749 59
F 89 7.338 19.796 65
F 90 19.276 28.235 31
F 91 6.491 12.108 95
F 92 1.653 6.677 17
F 93 12.103 7.742 99
F 94 20.378 4.792 62
F 95 12.476 15.614 59
F 96 19.977 4.316 14
F 97 11.490 15.609 45
F 98 14.238 25.575 84
F 99 4.034 16.913 87
F 100 2.269 11.695 93
F 101 14.377 10.739 46
F 102 21.054 6.468 40
F 103 28.796 3.435 56
F 104 3.588 24.644 58
F 105 19.201 11.386 29
F 106 23.517 14.185 82
F 107 9.126 12.959 85
F 108 4.701 2.358 27
F 109 21.614 10.843 59
F 110 3.309 26.667 74
F 111 14.048 1.767 45
F 112 20.515 13.357 25
F 113 23.951 26.600 88
F 114 18.595 21.947 32
F 115 29.981 7.671 93
F 116 14.166 5.871 96
F 117 27.125 24.047 94
F 118 29.483 23.713 99
F 119 10.327 7.618 30
F 120 6.993 25.556 89
F 121 8.760 15.764 22
F 122 22.117 20.349 24
F 123 18.717 15.989 48
F 124 10.664 10.424 72
F 125 18.335 8.447 58
F 126 24.205 25.672 54
F 127 18.252 6.413 66
F 128 11.966 26.281 54
F 129 19.583 20.850 93
F 130 15.139 7.033 78
