100	
F 0 25.521 16.817 94
F 1 20.900 17.484 83
F 2 26.370 29.667 10
F 3 25.963 18.377 99
F 4 15.830 14.386 82
F 5 6.835 14.943 91
F 6 17.240 25.355 76
F 7 17.580 7.402 70
F 8 2.504 18.779 69
F 9 21.893 26.723 98
F 10 23.071 17.443 94
F 11 17.403 0.509 21
F 12 25.881 14.529 86
F 13 6.282 16.569 67
F 14 0.960 18.441 43
F 15 1.486 14.687 27
F 16 3.693 6.165 23
F 17 5.672 1.280 67
F 18 8.456 16.158 73
F 19 14.973 16.074 50
F 20 3.718 14.711 87
F 21 26.218 8.109 29
F 22 16.949 19.209 48
F 23 6.179 28.438 17
F 24 3.171 4.261 25
F 25 18.629 17.211 15
F 26 27.936 21.860 76
F 27 1.902 25.813 94
F 28 29.532 25.768 81
F 29 15.401 5.328 46
F 30 4.018 0.927 95
F 31 9.039 8.866 40
F 32 14.012 19.446 12
F 33 25.266 16.771 87
F 34 10.436 13.381 15
F 35 5.313 19.884 40
F 36 26.955 3.545 99
F 37 16.199 21.208 100
F 38 8.635 12.436 52
F 39 22.919 24.546 19
F 40 5.344 10.789 15
F 41 15.657 10.075 26
F 42 6.268 27.155 71
F 43 14.054 27.364 19
F 44 22.366 22.088 61
F 45 5.526 17.916 37
F 46 4.024 6.378 91
F 47 2.144 7.275 15
F 48 13.252 0.398 91
F 49 5.900 2.801 38
F 50 13.682 3.050 100
F 51 9.963 8.920 16
F 52 8.947 1.391 55
F 53 22.843 18.932 18
F 54 2.426 23.317 91
F 55 16.013 3.275 84
F 56 10.143 8.819 77
F 57 0.310 1.453 70
F 58 18.104 15.783 76
F 59 21.218 23.441 36
F 60 20.776 16.700 46
F 61 1.848 23.405 40
F 62 18.236 22.238 19
F 63 3.837 16.486 54
F 64 26.714 23.969 76
F 65 1.540 2.187 18
F 66 23.951 28.290 72
F 67 3.962 21.682 20
F 68 3.525 19.222 40
F 69 19.614 22.474 62
F 70 22.201 7.045 76
F 71 29.118 26.008 18
F 72 10.993 11.076 72
F 73 17.938 23.681 43
F 74 6.181 2.600 79
F 75 6.170 11.648 60
F 76 6.869 19.258 54
F 77 4.555 23.458 19
F 78 8.822 7.121 58
F 79 2.745 12.159 19
F 80 3.369 23.533 36
F 81 18.106 28.933 49
F 82 20.843 22.743 49
F 83 19.665 3.293 94
F 84 5.624 7.985 82
F 85 14.628 23.069 46
F 86 8.188 1.117 71
F 87 12.887 13.552 65
F 88 1.782 9.474 80
F 89 20.893 3.760 22
F 90 2.771 0.235 48
F 91 19.667 21.688 58
F 92 3.265 18.953 21
F 93 4.029 2.958 23
F 94 5.048 5.887 39
F 95 9.493 6.527 33
F 96 26.788 21.097 60
F 97 5.533 6.361 17
F 98 27.414 21.201 60
F 99 9.403 4.986 66
